"Date","Price","Open","High","Low","Vol.","Change %"
"11/11/2020","61,300","60,700","61,400","60,400","6.56K","1.83%"
"11/10/2020","60,200","60,500","60,500","59,500","7.03K","0.00%"
"11/09/2020","60,200","60,700","60,900","60,100","1.62K","0.17%"
"11/08/2020","60,100","60,100","60,100","60,100","","0.00%"
"11/06/2020","60,100","60,700","60,800","59,600","16.82M","-0.33%"
"11/05/2020","60,300","59,000","60,300","58,800","1.00K","3.08%"
"11/04/2020","58,500","59,000","59,000","57,900","2.49K","-0.51%"
"11/03/2020","58,800","57,800","58,900","57,700","0.14K","2.44%"
"11/02/2020","57,400","56,400","57,500","56,000","1.58K","1.41%"
"11/01/2020","56,600","56,600","56,600","56,600","","0.00%"
"10/30/2020","56,600","58,000","58,000","56,600","26.28M","-2.58%"
"10/29/2020","58,100","58,200","58,500","57,500","16.16K","-1.53%"
"10/28/2020","59,000","59,400","59,400","58,800","0.66K","-1.34%"
"10/27/2020","59,800","60,200","60,200","59,500","0.79K","-0.99%"
"10/26/2020","60,400","60,300","61,100","60,100","2.21K","0.33%"
"10/25/2020","60,200","60,200","60,200","60,200","","0.00%"
"10/23/2020","60,200","60,400","60,400","59,800","8.43M","0.17%"
"10/22/2020","60,100","60,400","60,500","59,800","0.39K","-1.31%"
"10/21/2020","60,900","61,100","61,500","60,600","1.04K","0.00%"
"10/20/2020","60,900","60,200","60,900","60,100","0.33K","1.50%"
"10/19/2020","60,000","59,700","60,200","59,500","10.54K","0.84%"
"10/18/2020","59,500","59,500","59,500","59,500","","0.00%"
"10/16/2020","59,500","60,000","60,400","59,000","16.03M","-0.83%"
"10/15/2020","60,000","60,800","60,800","59,700","4.80K","-1.48%"
"10/14/2020","60,900","61,000","61,100","60,500","1.86K","0.00%"
"10/13/2020","60,900","61,000","61,400","60,400","19.18M","0.83%"
"10/12/2020","60,400","60,100","60,400","59,900","0.13K","1.17%"
"10/11/2020","59,700","59,700","59,700","59,700","","0.00%"
"10/08/2020","59,700","60,500","60,700","59,500","24.40M","-0.33%"
"10/07/2020","59,900","58,700","59,900","58,500","0.12K","1.53%"
"10/06/2020","59,000","59,400","59,800","58,700","1.78K","0.51%"
"10/05/2020","58,700","57,700","59,200","57,700","0.14K","0.86%"
"10/04/2020","58,200","58,200","58,200","58,200","","0.00%"
"09/29/2020","58,200","58,300","59,000","58,200","13.54M","0.00%"
"09/28/2020","58,200","58,300","58,800","57,900","12.56M","0.52%"
"09/27/2020","57,900","57,900","57,900","57,900","","0.00%"
"09/25/2020","57,900","57,700","58,200","57,700","10.58M","0.17%"
"09/24/2020","57,800","57,700","58,600","57,600","17.49M","-1.37%"
"09/23/2020","58,600","58,400","58,800","57,500","5.73K","0.69%"
"09/22/2020","58,200","59,200","59,700","57,800","0.64K","-1.69%"
"09/21/2020","59,200","59,100","60,000","59,000","14.95M","-0.17%"
"09/20/2020","59,300","59,300","59,300","59,300","","0.00%"
"09/18/2020","59,300","59,800","59,900","59,100","18.63M","-0.34%"
"09/17/2020","59,500","60,600","60,800","59,300","11.07K","-2.46%"
"09/16/2020","61,000","61,100","61,300","60,600","7.27K","0.00%"
"09/15/2020","61,000","60,800","61,000","60,500","2.07K","0.99%"
"09/14/2020","60,400","60,300","60,700","60,000","0.71K","2.37%"
"09/13/2020","59,000","59,000","59,000","59,000","","0.00%"
"09/11/2020","59,000","59,300","59,400","58,200","15.93M","-0.34%"
"09/10/2020","59,200","59,800","60,000","59,100","7.50K","1.37%"
"09/09/2020","58,400","58,300","59,300","57,800","1.88K","-0.51%"
"09/08/2020","58,700","57,400","58,700","57,200","24.53K","3.89%"
"09/07/2020","56,500","56,000","57,300","55,800","0.24K","1.62%"
"09/06/2020","55,600","55,600","55,600","55,600","","0.00%"
"09/04/2020","55,600","55,200","55,800","55,100","21.98M","-1.42%"
"09/03/2020","56,400","55,500","56,700","55,500","6.65K","3.68%"
"09/02/2020","54,400","54,600","55,100","54,100","0.69K","0.37%"
"09/01/2020","54,200","54,100","54,800","54,100","17.39M","0.37%"
"08/31/2020","54,000","56,000","56,100","54,000","2.27K","-2.53%"
"08/30/2020","55,400","55,400","55,400","55,400","","0.00%"
"08/28/2020","55,400","56,100","56,300","55,400","14.53M","-0.36%"
"08/27/2020","55,600","56,300","56,300","55,600","1.82K","-1.42%"
"08/26/2020","56,400","56,300","56,500","55,700","3.55K","0.00%"
"08/25/2020","56,400","56,500","56,800","56,100","1.55K","0.53%"
"08/24/2020","56,100","55,800","56,600","55,400","0.21K","0.36%"
"08/23/2020","55,900","55,900","55,900","55,900","","0.00%"
"08/21/2020","55,900","56,200","56,900","55,800","21.09M","0.90%"
"08/20/2020","55,400","57,600","57,600","55,300","3.81K","-4.15%"
"08/19/2020","57,800","59,000","59,200","57,800","18.42K","-1.03%"
"08/18/2020","58,400","59,000","59,900","58,000","1.64K","0.69%"
"08/17/2020","58,000","58,000","58,000","58,000","","0.00%"
"08/14/2020","58,000","58,000","58,400","57,700","15.60M","-1.19%"
"08/13/2020","58,700","59,300","59,500","58,000","11.01K","-0.51%"
"08/12/2020","59,000","58,300","59,000","57,700","1.60K","1.37%"
"08/11/2020","58,200","58,000","59,500","57,800","52.17K","0.69%"
"08/10/2020","57,800","57,600","58,300","57,500","1.18K","0.52%"
"08/09/2020","57,500","57,500","57,500","57,500","","0.00%"
"08/07/2020","57,500","57,900","58,400","57,100","18.16M","-0.86%"
"08/06/2020","58,000","57,200","58,400","57,100","7.87K","1.93%"
"08/05/2020","56,900","57,400","57,400","56,300","6.31K","-0.70%"
"08/04/2020","57,300","57,200","58,100","57,000","1.92K","0.88%"
"08/03/2020","56,800","57,900","57,900","56,700","0.40K","-1.90%"
"08/02/2020","57,900","57,900","57,900","57,900","","0.00%"
"07/31/2020","57,900","59,500","59,600","57,700","21.86M","-1.86%"
"07/30/2020","59,000","59,700","60,100","59,000","4.60K","0.00%"
"07/29/2020","59,000","60,300","60,300","58,600","1.24K","0.68%"
"07/28/2020","58,600","56,800","58,800","56,400","64.78K","5.40%"
"07/27/2020","55,600","54,400","55,700","54,400","2.47K","2.58%"
"07/26/2020","54,200","54,200","54,200","54,200","","0.00%"
"07/24/2020","54,200","54,000","54,400","53,700","10.91M","0.18%"
"07/23/2020","54,100","54,700","54,700","53,800","15.91M","-1.10%"
"07/22/2020","54,700","55,300","55,500","54,700","3.04K","-1.08%"
"07/21/2020","55,300","55,100","55,400","54,800","5.85K","2.03%"
"07/20/2020","54,200","54,700","54,800","54,100","0.94K","-0.37%"
"07/19/2020","54,400","54,400","54,400","54,400","","0.00%"
"07/17/2020","54,400","54,200","54,700","54,100","10.04M","1.12%"
"07/16/2020","53,800","54,800","54,800","53,800","3.29K","-1.65%"
"07/15/2020","54,700","54,400","55,000","54,400","1.39K","1.67%"
"07/14/2020","53,800","53,700","53,800","53,200","0.46K","0.75%"
"07/13/2020","53,400","53,500","53,700","53,300","5.33K","1.33%"
"07/10/2020","52,700","53,100","53,200","52,300","13.65M","-0.19%"
"07/09/2020","52,800","53,300","53,600","52,800","2.64K","-0.38%"
"07/08/2020","53,000","53,600","53,900","52,900","0.22K","-0.75%"
"07/07/2020","53,400","55,900","55,900","53,400","13.78K","-2.91%"
"07/06/2020","55,000","53,900","55,000","53,800","0.50K","2.61%"
"07/05/2020","53,600","53,600","53,600","53,600","","0.00%"
"07/03/2020","53,600","53,000","53,600","52,700","11.82M","1.32%"
"07/02/2020","52,900","52,300","52,900","52,200","0.55K","0.57%"
"07/01/2020","52,600","53,400","53,500","52,400","1.58K","-0.38%"
"06/30/2020","52,800","53,800","53,800","52,800","0.04K","0.76%"
"06/29/2020","52,400","52,600","53,200","52,000","0.06K","-1.69%"
"06/28/2020","53,300","53,300","53,300","53,300","","0.00%"
"06/26/2020","53,300","52,800","53,900","52,200","21.42M","2.70%"
"06/25/2020","51,900","52,200","53,000","51,900","0.06K","-1.89%"
"06/24/2020","52,900","51,900","53,900","51,600","2.28K","2.92%"
"06/23/2020","51,400","52,500","52,700","51,100","1.70K","-1.15%"
"06/22/2020","52,000","52,100","52,600","51,800","0.06K","-1.70%"
"06/21/2020","52,900","52,900","52,900","52,900","","0.00%"
"06/19/2020","52,900","52,600","52,900","51,600","17.47M","1.15%"
"06/18/2020","52,300","52,100","52,300","51,600","4.82K","0.19%"
"06/17/2020","52,200","52,500","52,600","52,000","22.81K","0.19%"
"06/16/2020","52,100","51,200","52,100","50,600","21.42M","4.41%"
"06/15/2020","49,900","51,400","52,000","49,900","1.70K","-4.59%"
"06/14/2020","52,300","52,300","52,300","52,300","","0.00%"
"06/12/2020","52,300","52,100","52,800","51,500","26.38M","-3.68%"
"06/11/2020","54,300","54,500","55,100","53,200","1.17K","-1.99%"
"06/10/2020","55,400","55,200","55,900","54,900","6.58K","-0.18%"
"06/09/2020","55,500","55,900","56,400","54,500","12.26K","1.09%"
"06/08/2020","54,900","56,500","56,500","54,700","0.50K","-1.08%"
"06/07/2020","55,500","55,500","55,500","55,500","","0.00%"
"06/05/2020","55,500","54,400","55,900","54,000","22.40M","1.65%"
"06/04/2020","54,600","55,800","56,900","54,600","4.92K","0.18%"
"06/03/2020","54,500","51,800","55,000","51,700","4.73K","6.03%"
"06/02/2020","51,400","51,100","51,500","50,800","0.12K","0.39%"
"06/01/2020","51,200","50,800","51,200","50,600","35.32K","0.99%"
"05/31/2020","50,700","50,700","50,700","50,700","","0.00%"
"05/29/2020","50,700","50,000","50,700","49,700","26.33M","0.60%"
"05/28/2020","50,400","51,000","51,200","49,950","2.43K","1.00%"
"05/27/2020","49,900","48,950","50,000","48,800","1.96K","1.32%"
"05/26/2020","49,250","48,700","49,450","48,600","15.73K","0.82%"
"05/25/2020","48,850","48,750","48,900","48,450","1.22K","0.21%"
"05/24/2020","48,750","48,750","48,750","48,750","","0.00%"
"05/22/2020","48,750","49,600","49,800","48,600","19.29M","-2.40%"
"05/21/2020","49,950","50,300","50,400","49,850","14.58M","-0.10%"
"05/20/2020","50,000","50,000","50,200","49,800","12.86M","-0.60%"
"05/19/2020","50,300","50,100","50,500","49,700","8.24K","3.07%"
"05/18/2020","48,800","47,950","49,100","47,600","0.21K","1.99%"
"05/17/2020","47,850","47,850","47,850","47,850","","0.00%"
"05/15/2020","47,850","48,400","48,450","47,700","17.79M","-0.31%"
"05/14/2020","48,000","47,800","48,100","47,650","5.42K","-1.13%"
"05/13/2020","48,550","47,250","48,550","47,200","26.96K","1.36%"
"05/12/2020","47,900","48,400","48,500","47,550","22.07M","-1.03%"
"05/11/2020","48,400","48,900","49,250","48,300","15.94M","-0.82%"
"05/10/2020","48,800","48,800","48,800","48,800","","0.00%"
"05/08/2020","48,800","49,100","49,350","48,800","15.13M","0.00%"
"05/07/2020","48,800","49,200","49,300","48,700","13.73M","-0.81%"
"05/06/2020","49,200","49,000","49,200","48,500","18.00M","1.44%"
"05/05/2020","48,500","48,500","48,500","48,500","","0.00%"
"05/04/2020","48,500","48,900","49,100","48,500","25.80M","-3.00%"
"05/03/2020","50,000","50,000","50,000","50,000","","0.00%"
"04/29/2020","50,000","49,900","50,500","49,600","15.56M","-0.20%"
"04/28/2020","50,100","49,850","50,100","49,300","15.69M","0.50%"
"04/27/2020","49,850","49,350","50,000","49,100","13.74M","1.01%"
"04/26/2020","49,350","49,350","49,350","49,350","","0.00%"
"04/24/2020","49,350","49,650","49,750","49,000","15.56M","-1.00%"
"04/23/2020","49,850","50,200","50,300","49,500","17.93M","0.00%"
"04/22/2020","49,850","48,700","50,000","48,350","18.54M","1.22%"
"04/21/2020","49,250","49,400","49,700","48,700","26.89M","-1.70%"
"04/20/2020","50,100","51,400","51,400","50,000","21.58M","-2.53%"
"04/19/2020","51,400","51,400","51,400","51,400","","0.00%"
"04/17/2020","51,400","50,800","52,000","50,300","31.74M","4.90%"
"04/16/2020","49,000","49,350","49,350","48,550","22.57M","0.00%"
"04/15/2020","49,000","49,000","49,000","49,000","","0.00%"
"04/14/2020","49,000","48,800","49,200","48,300","14.10M","1.45%"
"04/13/2020","48,300","48,650","48,900","48,300","14.38M","-1.93%"
"04/12/2020","49,250","49,250","49,250","49,250","","0.00%"
"04/10/2020","49,250","48,950","49,250","48,650","17.79M","0.31%"
"04/09/2020","49,100","49,750","49,800","48,700","22.47M","1.03%"
"04/08/2020","48,600","49,600","49,750","48,600","24.87M","-2.02%"
"04/07/2020","49,600","49,650","50,200","49,000","31.24M","1.85%"
"04/06/2020","48,700","47,500","48,800","47,250","23.09M","3.62%"
"04/05/2020","47,000","47,000","47,000","47,000","","0.00%"
"04/03/2020","47,000","47,400","47,600","46,550","22.46M","0.43%"
"04/02/2020","46,800","46,200","46,850","45,350","21.41M","2.18%"
"04/01/2020","45,800","47,450","47,900","45,800","27.08M","-4.08%"
"03/31/2020","47,750","48,000","48,500","47,150","30.48M","-0.21%"
"03/30/2020","47,850","47,050","48,350","46,550","26.67M","-0.93%"
"03/29/2020","48,300","48,300","48,300","48,300","","0.00%"
"03/27/2020","48,300","49,600","49,700","46,850","39.73M","1.05%"
"03/26/2020","47,800","48,950","49,300","47,750","3.39K","-1.75%"
"03/25/2020","48,650","48,950","49,600","47,150","45.01K","3.62%"
"03/24/2020","46,950","43,800","46,950","43,100","0.89K","10.47%"
"03/23/2020","42,500","42,600","43,550","42,400","29.15K","-6.39%"
"03/22/2020","45,400","45,400","45,400","45,400","","0.00%"
"03/20/2020","45,400","44,150","45,500","43,550","49.16M","5.70%"
"03/19/2020","42,950","46,500","46,600","42,300","0.64K","-5.81%"
"03/18/2020","45,600","47,750","48,350","45,600","38.15M","-3.59%"
"03/17/2020","47,300","46,900","49,650","46,700","50.59M","-3.27%"
"03/16/2020","48,900","50,100","50,900","48,800","33.06M","-2.10%"
"03/15/2020","49,950","49,950","49,950","49,950","","0.00%"
"03/13/2020","49,950","47,450","51,600","46,850","58.33M","-1.67%"
"03/12/2020","50,800","51,000","51,900","49,300","47.90M","-2.50%"
"03/11/2020","52,100","54,300","54,400","52,000","37.83M","-4.58%"
"03/10/2020","54,600","53,800","54,900","53,700","31.33M","0.74%"
"03/09/2020","54,200","54,700","55,000","53,600","30.01M","-4.07%"
"03/08/2020","56,500","56,500","56,500","56,500","","0.00%"
"03/06/2020","56,500","56,500","57,200","56,200","18.59M","-2.25%"
"03/05/2020","57,800","57,600","58,000","56,700","21.66M","0.70%"
"03/04/2020","57,400","54,800","57,600","54,600","24.32M","3.61%"
"03/03/2020","55,400","56,700","56,900","55,100","29.81M","0.73%"
"03/02/2020","55,000","54,300","55,500","53,600","29.21M","1.48%"
"03/01/2020","54,200","54,200","54,200","54,200","","0.00%"
"02/28/2020","54,200","55,000","55,500","54,200","29.91M","-3.04%"
"02/27/2020","55,900","56,300","56,900","55,500","22.36M","-1.06%"
"02/26/2020","56,500","56,000","57,000","56,000","25.38M","-2.42%"
"02/25/2020","57,900","56,200","58,000","56,200","23.07M","1.94%"
"02/24/2020","56,800","57,400","58,100","56,800","25.36M","-4.05%"
"02/23/2020","59,200","59,200","59,200","59,200","","0.00%"
"02/21/2020","59,200","58,800","59,800","58,500","13.28M","-1.33%"
"02/20/2020","60,000","60,700","61,300","59,600","14.51M","-0.33%"
"02/19/2020","60,200","59,800","60,400","59,400","12.94M","0.67%"
"02/18/2020","59,800","60,800","60,900","59,700","16.63M","-2.76%"
"02/17/2020","61,500","61,600","62,000","61,200","8.49M","-0.49%"
"02/16/2020","61,800","61,800","61,800","61,800","","0.00%"
"02/14/2020","61,800","60,900","61,900","60,200","13.26M","1.81%"
"02/13/2020","60,700","61,200","61,600","60,500","18.34M","0.33%"
"02/12/2020","60,500","60,300","60,700","59,700","12.73M","1.00%"
"02/11/2020","59,900","59,800","60,700","59,700","10.95M","0.34%"
"02/10/2020","59,700","59,200","59,800","59,100","12.69M","-1.16%"
"02/09/2020","60,400","60,400","60,400","60,400","","0.00%"
"02/07/2020","60,400","61,100","61,200","59,700","16.27M","-1.15%"
"02/06/2020","61,100","60,100","61,100","59,700","14.68M","2.69%"
"02/05/2020","59,500","60,000","60,200","58,900","18.19M","1.02%"
"02/04/2020","58,900","57,100","59,000","56,800","21.10M","2.97%"
"02/03/2020","57,200","55,500","57,400","55,200","22.91M","1.42%"
"02/02/2020","56,400","56,400","56,400","56,400","","0.00%"
"01/31/2020","56,400","57,800","58,400","56,400","19.49M","-1.40%"
"01/30/2020","57,200","58,800","58,800","56,800","20.72M","-3.21%"
"01/29/2020","59,100","59,100","59,700","58,800","16.26M","0.51%"
"01/28/2020","58,800","59,400","59,400","58,300","22.63M","-3.29%"
"01/27/2020","60,800","60,800","60,800","60,800","","0.00%"
"01/23/2020","60,800","61,800","61,800","60,700","14.88M","-2.41%"
"01/22/2020","62,300","60,500","62,600","60,400","15.05M","1.47%"
"01/21/2020","61,400","62,000","62,400","61,200","11.11M","-1.60%"
"01/20/2020","62,400","62,000","62,800","61,700","12.46M","1.79%"
"01/19/2020","61,300","61,300","61,300","61,300","","0.00%"
"01/17/2020","61,300","61,900","62,000","61,000","15.45M","0.99%"
"01/16/2020","60,700","59,100","60,700","59,000","13.56M","2.88%"
"01/15/2020","59,000","59,500","59,600","58,900","13.72M","-1.67%"
"01/14/2020","60,000","60,400","61,000","59,900","16.08M","0.00%"
"01/13/2020","60,000","59,600","60,000","59,100","11.26M","0.84%"
"01/12/2020","59,500","59,500","59,500","59,500","","0.00%"
"01/10/2020","59,500","58,800","59,700","58,300","15.83M","1.54%"
"01/09/2020","58,600","58,400","58,600","57,400","23.23M","3.17%"
"01/08/2020","56,800","56,200","57,400","55,900","23.33M","1.79%"
"01/07/2020","55,800","55,700","56,400","55,600","9.89M","0.54%"
"01/06/2020","55,500","54,900","55,600","54,600","10.24M","0.00%"
"01/05/2020","55,500","55,500","55,500","55,500","","0.00%"
"01/03/2020","55,500","56,000","56,600","54,900","15.31M","0.54%"
"01/02/2020","55,200","55,500","56,000","55,000","12.76M","-1.08%"
"12/30/2019","55,800","56,200","56,600","55,700","8.35M","-1.24%"
"12/29/2019","56,500","56,500","56,500","56,500","","0.00%"
"12/27/2019","56,500","55,700","56,900","55,500","12.29M","1.99%"
"12/26/2019","55,400","54,700","55,400","54,400","9.57M","0.73%"
"12/25/2019","55,000","55,000","55,000","55,000","","0.00%"
"12/24/2019","55,000","55,600","55,700","54,800","9.19M","-0.90%"
"12/23/2019","55,500","56,100","56,400","55,100","9.49M","-0.89%"
"12/22/2019","56,000","56,000","56,000","56,000","","0.00%"
"12/20/2019","56,000","56,100","56,500","55,600","12.07M","0.00%"
"12/19/2019","56,000","57,000","57,300","55,500","13.95M","-0.53%"
"12/18/2019","56,300","56,700","57,200","56,000","15.49M","-0.71%"
"12/17/2019","56,700","55,800","56,700","55,400","18.75M","3.66%"
"12/16/2019","54,700","54,500","54,900","54,300","11.10M","0.00%"
"12/15/2019","54,700","54,700","54,700","54,700","","0.00%"
"12/13/2019","54,700","54,500","54,800","53,900","17.59M","2.63%"
"12/12/2019","53,300","53,000","53,300","52,700","28.45M","2.70%"
"12/11/2019","51,900","51,500","52,200","51,400","11.00M","0.78%"
"12/10/2019","51,500","51,000","51,600","50,700","6.87M","0.59%"
"12/09/2019","51,200","50,900","51,400","50,700","8.27M","1.59%"
"12/08/2019","50,400","50,400","50,400","50,400","","0.00%"
"12/06/2019","50,400","50,100","50,900","49,950","10.87M","1.82%"
"12/05/2019","49,500","50,200","50,400","49,500","10.02M","0.10%"
"12/04/2019","49,450","49,600","49,850","49,000","12.96M","-0.90%"
"12/03/2019","49,900","49,800","50,300","49,500","12.00M","-0.99%"
"12/02/2019","50,400","50,900","51,300","50,400","9.59M","0.20%"
"12/01/2019","50,300","50,300","50,300","50,300","","0.00%"
"11/29/2019","50,300","51,200","51,400","50,200","11.01M","-1.95%"
"11/28/2019","51,300","51,900","52,100","51,300","6.15M","-1.72%"
"11/27/2019","52,200","51,800","52,300","51,600","7.19M","0.77%"
"11/26/2019","51,800","51,900","52,900","51,800","26.04M","0.00%"
"11/25/2019","51,800","52,200","52,600","51,700","9.01M","0.39%"
"11/22/2019","51,600","51,000","51,600","50,900","8.33M","1.18%"
"11/21/2019","51,000","51,600","52,100","50,600","14.25M","-1.92%"
"11/20/2019","52,000","53,400","53,400","52,000","11.83M","-2.80%"
"11/19/2019","53,500","53,200","53,500","52,700","8.10M","0.00%"
"11/18/2019","53,500","53,600","53,800","53,200","7.65M","-0.37%"
"11/17/2019","53,700","53,700","53,700","53,700","","0.00%"
"11/15/2019","53,700","52,900","53,700","52,600","9.68M","1.70%"
"11/14/2019","52,800","51,900","52,800","51,900","12.00M","0.57%"
"11/13/2019","52,500","52,500","52,500","52,000","6.22M","-0.19%"
"11/12/2019","52,600","51,800","52,600","51,600","6.10M","1.94%"
"11/11/2019","51,600","52,200","52,200","51,400","8.18M","-0.96%"
"11/10/2019","52,100","52,100","52,100","52,100","","0.00%"
"11/08/2019","52,100","53,200","53,300","52,000","10.39M","-1.51%"
"11/07/2019","52,900","53,400","53,400","52,400","9.14M","-0.75%"
"11/06/2019","53,300","52,900","53,500","52,700","13.12M","1.14%"
"11/05/2019","52,700","52,400","52,700","52,100","10.12M","0.76%"
"11/04/2019","52,300","51,700","52,300","51,400","12.76M","2.15%"
"11/03/2019","51,200","51,200","51,200","51,200","","0.00%"
"11/01/2019","51,200","50,600","51,200","50,400","7.54M","1.59%"
"10/31/2019","50,400","51,000","51,400","50,300","10.21M","0.00%"
"10/30/2019","50,400","50,700","50,800","50,200","8.87M","-1.37%"
"10/29/2019","51,100","51,400","51,700","50,800","7.14M","-0.39%"
"10/28/2019","51,300","50,700","51,500","50,700","6.34M","0.79%"
"10/27/2019","50,900","50,900","50,900","50,900","","0.00%"
"10/25/2019","50,900","50,800","51,200","50,500","7.84M","0.39%"
"10/24/2019","50,700","52,500","52,500","50,500","10.77M","-0.98%"
"10/23/2019","51,200","51,300","51,500","50,800","8.46M","0.00%"
"10/22/2019","51,200","50,800","51,500","50,700","10.71M","1.79%"
"10/21/2019","50,300","49,900","50,400","49,800","4.39M","0.80%"
"10/20/2019","49,900","49,900","49,900","49,900","","0.00%"
"10/18/2019","49,900","50,300","50,900","49,650","8.40M","-1.19%"
"10/17/2019","50,500","50,500","50,600","50,100","6.61M","-0.39%"
"10/16/2019","50,700","50,700","50,900","50,400","9.01M","1.20%"
"10/15/2019","50,100","49,900","50,200","49,900","5.90M","0.20%"
"10/14/2019","50,000","50,000","50,300","49,850","10.87M","1.73%"
"10/13/2019","49,150","49,150","49,150","49,150","","0.00%"
"10/11/2019","49,150","49,000","49,450","48,800","7.73M","1.24%"
"10/10/2019","48,550","48,200","49,200","48,000","17.84M","-0.72%"
"10/09/2019","48,900","48,900","48,900","48,900","","0.00%"
"10/08/2019","48,900","47,900","49,000","47,600","13.29M","2.41%"
"10/07/2019","47,750","48,350","48,700","47,650","6.47M","-0.52%"
"10/06/2019","48,000","48,000","48,000","48,000","","0.00%"
"10/04/2019","48,000","47,400","48,650","47,350","8.46M","0.84%"
"10/03/2019","47,600","47,600","47,600","47,600","","0.00%"
"10/02/2019","47,600","48,350","48,400","47,600","8.37M","-2.56%"
"10/01/2019","48,850","48,900","49,100","48,650","6.20M","-0.41%"
"09/30/2019","49,050","48,050","49,250","47,900","9.20M","1.34%"
"09/29/2019","48,400","48,400","48,400","48,400","","0.00%"
"09/27/2019","48,400","48,000","48,700","48,000","8.03M","-1.63%"
"09/26/2019","49,200","49,000","49,250","48,900","8.36M","0.61%"
"09/25/2019","48,900","49,200","49,350","48,800","9.11M","-1.21%"
"09/24/2019","49,500","49,050","49,650","48,850","7.84M","0.41%"
"09/23/2019","49,300","49,250","49,300","49,000","7.40M","0.20%"
"09/22/2019","49,200","49,200","49,200","49,200","","0.00%"
"09/20/2019","49,200","49,400","49,600","49,100","14.91M","0.10%"
"09/19/2019","49,150","48,050","49,200","47,850","15.19M","3.04%"
"09/18/2019","47,700","46,900","47,700","46,800","9.82M","1.71%"
"09/17/2019","46,900","47,000","47,100","46,800","5.99M","-0.42%"
"09/16/2019","47,100","47,000","47,100","46,400","11.99M","-0.11%"
"09/15/2019","47,150","47,150","47,150","47,150","","0.00%"
"09/11/2019","47,150","47,300","47,400","46,800","16.12M","0.32%"
"09/10/2019","47,000","47,100","47,200","46,550","9.16M","0.21%"
"09/09/2019","46,900","46,450","47,000","46,300","9.17M","1.30%"
"09/08/2019","46,300","46,300","46,300","46,300","","0.00%"
"09/06/2019","46,300","46,500","46,500","45,850","9.70M","1.31%"
"09/05/2019","45,700","44,800","46,100","44,450","17.82M","3.63%"
"09/04/2019","44,100","43,250","44,100","43,150","11.48M","1.97%"
"09/03/2019","43,250","43,550","43,650","43,100","8.52M","-1.26%"
"09/02/2019","43,800","44,850","44,850","43,650","7.11M","-0.45%"
"09/01/2019","44,000","44,000","44,000","44,000","","0.00%"
"08/30/2019","44,000","43,750","44,300","43,750","8.78M","1.38%"
"08/29/2019","43,400","44,200","44,200","43,050","10.13M","-1.70%"
"08/28/2019","44,150","44,100","44,400","43,750","5.75M","0.23%"
"08/27/2019","44,050","43,650","44,200","43,600","16.31M","1.03%"
"08/26/2019","43,600","43,050","43,800","42,950","7.94M","-0.80%"
"08/25/2019","43,950","43,950","43,950","43,950","","0.00%"
"08/23/2019","43,950","43,800","44,200","43,650","4.64M","-0.23%"
"08/22/2019","44,050","44,500","44,700","43,850","8.05M","-1.01%"
"08/21/2019","44,500","44,350","44,800","44,150","6.52M","0.11%"
"08/20/2019","44,450","43,950","44,600","43,550","8.41M","1.95%"
"08/19/2019","43,600","44,350","44,350","43,500","5.97M","-0.68%"
"08/18/2019","43,900","43,900","43,900","43,900","","0.00%"
"08/16/2019","43,900","43,800","43,900","43,300","9.45M","0.46%"
"08/15/2019","43,700","43,700","43,700","43,700","","0.00%"
"08/14/2019","43,700","43,900","44,250","43,500","8.50M","1.63%"
"08/13/2019","43,000","43,500","43,500","42,950","6.96M","-1.60%"
"08/12/2019","43,700","44,000","44,000","43,550","7.27M","1.27%"
"08/11/2019","43,150","43,150","43,150","43,150","","0.00%"
"08/09/2019","43,150","43,250","43,350","43,050","9.08M","1.17%"
"08/08/2019","42,650","43,250","43,500","42,650","16.00M","-1.27%"
"08/07/2019","43,200","43,600","43,900","43,100","9.99M","-0.69%"
"08/06/2019","43,500","42,500","43,800","42,500","15.06M","-1.02%"
"08/05/2019","43,950","44,350","44,600","43,600","13.32M","-2.22%"
"08/04/2019","44,950","44,950","44,950","44,950","","0.00%"
"08/02/2019","44,950","44,550","45,500","44,300","11.82M","-0.55%"
"08/01/2019","45,200","44,900","45,500","44,850","7.74M","-0.33%"
"07/31/2019","45,350","46,200","46,600","45,000","12.82M","-2.58%"
"07/30/2019","46,550","46,300","46,850","46,300","5.51M","0.98%"
"07/29/2019","46,100","46,800","47,050","46,000","6.85M","-2.23%"
"07/28/2019","47,150","47,150","47,150","47,150","","0.00%"
"07/26/2019","47,150","46,650","47,150","46,550","7.67M","-0.11%"
"07/25/2019","47,200","47,150","47,200","46,600","8.38M","1.72%"
"07/24/2019","46,400","47,100","47,150","46,250","8.34M","-1.90%"
"07/23/2019","47,300","47,350","47,550","47,050","8.90M","0.21%"
"07/22/2019","47,200","46,800","47,300","46,600","9.01M","0.85%"
"07/21/2019","46,800","46,800","46,800","46,800","","0.00%"
"07/19/2019","46,800","46,650","46,950","46,600","7.98M","1.52%"
"07/18/2019","46,100","46,450","46,450","45,650","4.95M","0.11%"
"07/17/2019","46,050","46,150","46,350","45,950","5.21M","-1.71%"
"07/16/2019","46,850","46,450","46,850","46,300","7.21M","0.86%"
"07/15/2019","46,450","45,950","46,650","45,750","4.71M","0.32%"
"07/14/2019","46,300","46,300","46,300","46,300","","0.00%"
